# sim/spectral_table.csv -- the committed spectral basis for Q4 (northstar design §8, M1a0).
# Generated by tools/make_spectral_table.py; do not hand-edit.
# producer_commit: 5246a509ff21492c30ba97a51bc5832cc763dba6
# quadrature: trapezoid
# formatter: %.10e , newline \n
# grid: ASTM G173-03 native, 2002 rows, 280-4000 nm
# source: ASTMG173.csv  md5 b31870bd3500b58414100af7e4b0e04c  size 57708 B  pvlib-python commit 2d0ed71e1308293b3081979404f8e90f2f2dde1e
# source: iop2008.dat  md5 cf5f76d58a31aa5f994fa038c390a856  size 16514 B  Warren & Brandt 2008, IOP_2008_ASCIItable.dat
# k_per_m: 4*pi*m_im/lambda, m_im log-space interpolated over 250-4200 nm
# E_AM0: ASTM column 2 (extraterrestrial), W m^-2 nm^-1
# n_ph: E_AM0*lambda/(h c), h 6.62607015e-34 J s, c 299792458.0 m/s
lambda_nm,k_per_m,E_AM0,n_ph
2.2150000000e+03,1.3057103045e+03,8.0410000000e-02,8.9661718873e+17
2.2200000000e+03,1.2611654833e+03,7.9990000000e-02,8.9394734501e+17
2.2250000000e+03,1.2304500715e+03,7.8840000000e-02,8.8307969416e+17
2.2300000000e+03,1.2004887892e+03,7.8400000000e-02,8.8012466774e+17
2.2350000000e+03,1.1712629480e+03,7.7930000000e-02,8.7680995368e+17
2.2400000000e+03,1.1427543277e+03,7.6510000000e-02,8.6275897923e+17
2.2450000000e+03,1.1340519762e+03,7.6250000000e-02,8.6174636668e+17
2.2500000000e+03,1.1365584089e+03,7.5370000000e-02,8.5369807282e+17
2.2550000000e+03,1.1459569324e+03,7.4340000000e-02,8.4390268880e+17
2.2600000000e+03,1.1554388556e+03,7.4090000000e-02,8.4292959407e+17
2.2650000000e+03,1.1784043609e+03,7.3280000000e-02,8.3555864059e+17
2.2700000000e+03,1.2018321852e+03,7.3100000000e-02,8.3534620087e+17
2.2750000000e+03,1.2469419477e+03,7.2630000000e-02,8.3180344133e+17
2.2800000000e+03,1.2937511166e+03,7.1390000000e-02,8.1939912641e+17
2.2850000000e+03,1.3423239184e+03,7.1380000000e-02,8.2108102475e+17
2.2900000000e+03,1.3927270139e+03,7.1190000000e-02,8.2068735684e+17
2.2950000000e+03,1.4654099036e+03,6.9300000000e-02,8.0064351831e+17
2.3000000000e+03,1.5418932475e+03,6.9640000000e-02,8.0632451886e+17
2.3050000000e+03,1.6223761122e+03,6.9400000000e-02,8.0529252496e+17
2.3100000000e+03,1.7070680081e+03,6.8900000000e-02,8.0122495877e+17
2.3150000000e+03,1.7936558939e+03,6.8150000000e-02,7.9421872704e+17
2.3200000000e+03,1.8846445824e+03,6.7630000000e-02,7.8986094403e+17
2.3250000000e+03,1.9802581488e+03,6.5560000000e-02,7.6733528604e+17
2.3300000000e+03,2.0807320957e+03,6.6220000000e-02,7.7672693391e+17
2.3350000000e+03,2.1685601349e+03,6.5720000000e-02,7.7251639881e+17
2.3400000000e+03,2.2601057732e+03,6.5220000000e-02,7.6828069313e+17
2.3450000000e+03,2.3555267598e+03,6.5100000000e-02,7.6850571814e+17
2.3500000000e+03,2.4549875528e+03,6.4340000000e-02,7.6115339090e+17
2.3550000000e+03,2.5256809241e+03,6.2600000000e-02,7.4214456674e+17
2.3600000000e+03,2.5984216818e+03,6.3070000000e-02,7.4930408732e+17
2.3650000000e+03,2.6732694058e+03,6.3010000000e-02,7.5017725484e+17
2.3700000000e+03,2.7502854167e+03,6.2390000000e-02,7.4436612238e+17
2.3750000000e+03,2.7981909026e+03,6.1410000000e-02,7.3421960873e+17
2.3800000000e+03,2.8469434419e+03,6.1810000000e-02,7.4055781319e+17
2.3850000000e+03,2.8965581748e+03,5.9130000000e-02,7.0993654064e+17
2.3900000000e+03,2.9470505144e+03,6.0360000000e-02,7.2622366968e+17
2.3950000000e+03,2.9858963729e+03,6.0070000000e-02,7.2424652040e+17
2.4000000000e+03,3.0252674545e+03,5.9740000000e-02,7.2177149699e+17
2.4050000000e+03,3.0651709744e+03,5.9440000000e-02,7.1964307250e+17
2.4100000000e+03,3.1056142481e+03,5.9150000000e-02,7.1762086788e+17
2.4150000000e+03,3.1378702641e+03,5.6980000000e-02,6.9272816827e+17
2.4200000000e+03,3.1704748930e+03,5.7820000000e-02,7.0439574024e+17
2.4250000000e+03,3.2034319813e+03,5.7330000000e-02,6.9986931433e+17
2.4300000000e+03,3.2367454187e+03,5.7190000000e-02,6.9959973739e+17
2.4350000000e+03,3.2766427052e+03,5.6470000000e-02,6.9221342986e+17
2.4400000000e+03,3.3170457659e+03,5.6270000000e-02,6.9117816378e+17
2.4450000000e+03,3.3579611223e+03,5.5560000000e-02,6.8385553782e+17
2.4500000000e+03,3.3993953808e+03,5.4590000000e-02,6.7329043738e+17
2.4550000000e+03,3.4413552343e+03,5.4160000000e-02,6.6935023435e+17
2.4600000000e+03,3.4838474630e+03,5.4510000000e-02,6.7504784748e+17
2.4650000000e+03,3.5200889690e+03,5.4300000000e-02,6.7381398551e+17
2.4700000000e+03,3.5567221192e+03,5.3400000000e-02,6.6398990703e+17
2.4750000000e+03,3.5937512326e+03,5.3370000000e-02,6.6496023299e+17
2.4800000000e+03,3.6311806765e+03,5.2100000000e-02,6.5044813346e+17
2.4850000000e+03,3.6690148673e+03,5.1770000000e-02,6.4763129353e+17
2.4900000000e+03,3.7072582707e+03,5.2220000000e-02,6.5457510222e+17
2.4950000000e+03,3.7459154025e+03,4.8890000000e-02,6.1406430767e+17
2.5000000000e+03,3.7849908290e+03,5.1380000000e-02,6.4663227310e+17
2.5050000000e+03,3.7967266782e+03,5.0820000000e-02,6.4086367893e+17
2.5100000000e+03,3.8085140892e+03,4.9600000000e-02,6.2672737619e+17
2.5150000000e+03,3.8203532556e+03,4.8760000000e-02,6.1734076244e+17
2.5200000000e+03,3.8322443719e+03,4.8140000000e-02,6.1070277633e+17
2.5250000000e+03,3.8214972946e+03,4.7650000000e-02,6.0568602747e+17
2.5300000000e+03,3.8107952990e+03,4.7700000000e-02,6.0752222149e+17
2.5350000000e+03,3.8001381163e+03,4.7120000000e-02,6.0132119670e+17
2.5400000000e+03,3.7895254796e+03,4.6770000000e-02,5.9803190493e+17
2.5450000000e+03,3.7789571243e+03,4.6610000000e-02,5.9715924083e+17
2.5500000000e+03,3.7684327878e+03,4.6260000000e-02,5.9383949266e+17
2.5550000000e+03,3.7323126242e+03,4.5930000000e-02,5.9075936844e+17
2.5600000000e+03,3.6965528263e+03,4.5400000000e-02,5.8508516395e+17
2.5650000000e+03,3.6611496141e+03,4.5160000000e-02,5.8312890625e+17
2.5700000000e+03,3.6407767430e+03,4.4850000000e-02,5.8025492910e+17
2.5750000000e+03,3.6205309429e+03,4.4480000000e-02,5.7658757518e+17
2.5800000000e+03,3.6004113016e+03,4.4100000000e-02,5.7277171482e+17
2.5850000000e+03,3.6043685073e+03,4.3270000000e-02,5.6308078872e+17
2.5900000000e+03,3.6083435621e+03,4.3410000000e-02,5.6599529051e+17
2.5950000000e+03,3.6269656828e+03,4.3040000000e-02,5.6225443849e+17
2.6000000000e+03,3.6456974440e+03,4.2910000000e-02,5.6163624897e+17
2.6050000000e+03,3.6993933038e+03,4.2800000000e-02,5.6127379258e+17
2.6100000000e+03,3.7538938556e+03,4.2500000000e-02,5.5840938025e+17
2.6150000000e+03,3.8092113051e+03,4.2280000000e-02,5.5658300276e+17
2.6200000000e+03,3.8653580451e+03,4.1900000000e-02,5.5263524855e+17
2.6250000000e+03,4.0478480297e+03,4.0580000000e-02,5.3624668207e+17
2.6300000000e+03,4.2389690497e+03,4.1160000000e-02,5.4494714573e+17
2.6350000000e+03,4.4391299816e+03,4.0960000000e-02,5.4333018749e+17
2.6400000000e+03,4.6487591008e+03,4.0220000000e-02,5.3452652443e+17
2.6450000000e+03,4.8683050024e+03,4.0180000000e-02,5.3500627574e+17
2.6500000000e+03,5.0982375674e+03,3.9960000000e-02,5.3308273980e+17
2.6550000000e+03,5.3390489734e+03,3.9590000000e-02,5.2914329188e+17
2.6600000000e+03,5.5912547543e+03,3.9480000000e-02,5.2866681275e+17
2.6650000000e+03,5.8553949105e+03,3.8950000000e-02,5.2255010941e+17
2.6700000000e+03,6.1320350711e+03,3.9100000000e-02,5.2554666730e+17
2.6750000000e+03,6.4217677121e+03,3.8610000000e-02,5.1993236880e+17
2.6800000000e+03,7.0432433124e+03,3.8430000000e-02,5.1847574717e+17
2.6850000000e+03,7.7248899761e+03,3.8160000000e-02,5.1579356986e+17
2.6900000000e+03,8.4725359373e+03,3.7790000000e-02,5.1174362309e+17
2.6950000000e+03,9.2925741904e+03,3.7460000000e-02,5.0821772784e+17
2.7000000000e+03,1.0192017237e+04,3.7120000000e-02,5.0453929887e+17
2.7050000000e+03,1.1178557144e+04,3.6930000000e-02,5.0288634669e+17
2.7100000000e+03,1.2260631419e+04,3.6680000000e-02,5.0040528234e+17
2.7150000000e+03,1.3447495288e+04,3.6560000000e-02,4.9968842414e+17
2.7200000000e+03,1.4749300966e+04,3.6380000000e-02,4.9814395718e+17
2.7250000000e+03,1.6177184629e+04,3.6130000000e-02,4.9563017107e+17
2.7300000000e+03,1.8331574622e+04,3.6010000000e-02,4.9489040764e+17
2.7350000000e+03,2.0772944308e+04,3.5740000000e-02,4.9207935695e+17
2.7400000000e+03,2.3539530362e+04,3.5530000000e-02,4.9008232291e+17
2.7450000000e+03,2.6674665210e+04,3.5380000000e-02,4.8890383622e+17
2.7500000000e+03,3.0227456279e+04,3.5180000000e-02,4.8702560733e+17
2.7550000000e+03,3.4253555814e+04,3.4860000000e-02,4.8347303127e+17
2.7600000000e+03,3.8816033335e+04,3.4550000000e-02,4.8004328765e+17
2.7650000000e+03,4.3986364417e+04,3.4400000000e-02,4.7882503144e+17
2.7700000000e+03,4.9845551316e+04,3.4260000000e-02,4.7773866908e+17
2.7750000000e+03,5.6485393014e+04,3.3930000000e-02,4.7399102100e+17
2.7800000000e+03,6.3651489523e+04,3.3640000000e-02,4.7078655410e+17
2.7850000000e+03,7.1125326887e+04,3.3420000000e-02,4.6854888929e+17
2.7900000000e+03,7.9476984252e+04,3.3200000000e-02,4.6630014942e+17
2.7950000000e+03,8.8809592718e+04,3.2930000000e-02,4.6333681670e+17
2.8000000000e+03,9.9238403085e+04,3.2760000000e-02,4.6176944451e+17
2.8050000000e+03,1.1089221051e+05,3.2530000000e-02,4.5934627250e+17
2.8100000000e+03,1.2391494666e+05,3.2420000000e-02,4.5860902613e+17
2.8150000000e+03,1.3846745908e+05,3.2260000000e-02,4.5715769032e+17
2.8200000000e+03,1.5420292686e+05,3.2060000000e-02,4.5513045158e+17
2.8250000000e+03,1.7133728203e+05,3.1840000000e-02,4.5280871702e+17
2.8300000000e+03,1.9037612823e+05,3.1700000000e-02,4.5161563139e+17
2.8350000000e+03,2.1088960693e+05,3.1450000000e-02,4.4884560875e+17
2.8400000000e+03,2.3255211175e+05,3.1180000000e-02,4.4577706300e+17
2.8450000000e+03,2.5644057617e+05,3.0950000000e-02,4.4326780759e+17
2.8500000000e+03,2.8258381252e+05,3.0680000000e-02,4.4017308443e+17
2.8550000000e+03,3.1051322848e+05,3.0430000000e-02,4.3735221721e+17
2.8600000000e+03,3.4120411898e+05,3.0160000000e-02,4.3423081324e+17
2.8650000000e+03,3.7492961959e+05,2.9960000000e-02,4.3210540922e+17
2.8700000000e+03,4.1334040862e+05,2.9600000000e-02,4.2765827065e+17
2.8750000000e+03,4.5568768918e+05,2.9400000000e-02,4.2550870287e+17
2.8800000000e+03,5.0237502503e+05,2.9400000000e-02,4.2624871801e+17
2.8850000000e+03,5.5448633103e+05,2.9220000000e-02,4.2437451641e+17
2.8900000000e+03,6.1247559170e+05,2.9070000000e-02,4.2292771131e+17
2.8950000000e+03,6.7653150726e+05,2.8960000000e-02,4.2205630573e+17
2.9000000000e+03,7.4469796797e+05,2.8810000000e-02,4.2059540510e+17
2.9050000000e+03,8.0842553051e+05,2.8670000000e-02,4.1927319439e+17
2.9100000000e+03,8.7760918197e+05,2.8500000000e-02,4.1750445753e+17
2.9150000000e+03,9.5271626270e+05,2.8220000000e-02,4.1411297320e+17
2.9200000000e+03,1.0116481946e+06,2.8040000000e-02,4.1217735538e+17
2.9250000000e+03,1.0742286140e+06,2.7780000000e-02,4.0905469287e+17
2.9300000000e+03,1.1406835827e+06,2.7570000000e-02,4.0665643974e+17
2.9350000000e+03,1.1988780763e+06,2.7330000000e-02,4.0380436100e+17
2.9400000000e+03,1.2407841533e+06,2.7140000000e-02,4.0168021551e+17
2.9450000000e+03,1.2841587468e+06,2.6840000000e-02,3.9791570314e+17
2.9500000000e+03,1.3290534345e+06,2.6680000000e-02,3.9621517857e+17
2.9550000000e+03,1.3689507376e+06,2.6560000000e-02,3.9510163198e+17
2.9600000000e+03,1.4100497684e+06,2.6380000000e-02,3.9308798535e+17
2.9650000000e+03,1.4523868302e+06,2.6260000000e-02,3.9196084665e+17
2.9700000000e+03,1.4957761287e+06,2.6120000000e-02,3.9052864049e+17
2.9750000000e+03,1.5403128009e+06,2.6010000000e-02,3.8953868147e+17
2.9800000000e+03,1.5861800310e+06,2.5800000000e-02,3.8704301818e+17
2.9850000000e+03,1.6334176879e+06,2.5690000000e-02,3.8603946704e+17
2.9900000000e+03,1.6865269522e+06,2.5540000000e-02,3.8442829803e+17
2.9950000000e+03,1.7413678911e+06,2.5400000000e-02,3.8296034964e+17
3.0000000000e+03,1.7979971086e+06,2.5250000000e-02,3.8133432999e+17
3.0050000000e+03,1.8558701563e+06,2.5120000000e-02,3.8000330957e+17
3.0100000000e+03,1.9146782040e+06,2.4980000000e-02,3.7851421789e+17
3.0150000000e+03,1.9753551875e+06,2.4860000000e-02,3.7732163568e+17
3.0200000000e+03,2.0379606558e+06,2.4660000000e-02,3.7490676996e+17
3.0250000000e+03,2.0989266727e+06,2.4540000000e-02,3.7370009222e+17
3.0300000000e+03,2.1607889226e+06,2.4420000000e-02,3.7248737354e+17
3.0350000000e+03,2.2244805131e+06,2.4210000000e-02,3.6989354497e+17
3.0400000000e+03,2.2900556975e+06,2.3930000000e-02,3.6621788476e+17
3.0450000000e+03,2.3504114997e+06,2.4020000000e-02,3.6819981645e+17
3.0500000000e+03,2.4123645199e+06,2.3950000000e-02,3.6772962997e+17
3.0550000000e+03,2.4759571749e+06,2.3860000000e-02,3.6694833508e+17
3.0600000000e+03,2.5188410615e+06,2.3760000000e-02,3.6600846551e+17
3.0650000000e+03,2.5286805843e+06,2.3540000000e-02,3.6321201376e+17
3.0700000000e+03,2.5385652995e+06,2.3440000000e-02,3.6225905549e+17
3.0750000000e+03,2.5484954145e+06,2.3350000000e-02,3.6145586220e+17
3.0800000000e+03,2.5289204383e+06,2.3150000000e-02,3.5894257950e+17
3.0850000000e+03,2.4901416381e+06,2.2950000000e-02,3.5641922857e+17
3.0900000000e+03,2.4519639180e+06,2.2800000000e-02,3.5466358042e+17
3.0950000000e+03,2.4143778429e+06,2.2630000000e-02,3.5258876927e+17
3.1000000000e+03,2.3559886530e+06,2.2430000000e-02,3.5003722729e+17
3.1050000000e+03,2.2938298364e+06,2.2280000000e-02,3.4825716367e+17
3.1100000000e+03,2.2333167673e+06,2.2110000000e-02,3.4615642683e+17
3.1150000000e+03,2.1744057018e+06,2.1770000000e-02,3.4138131556e+17
3.1200000000e+03,2.1208854706e+06,2.1740000000e-02,3.4145808584e+17
3.1250000000e+03,2.0686878847e+06,2.1580000000e-02,3.3948823602e+17
3.1300000000e+03,2.0177801107e+06,2.1450000000e-02,3.3798303517e+17
3.1350000000e+03,1.9681301345e+06,2.1360000000e-02,3.3710256818e+17
3.1400000000e+03,1.9096767588e+06,2.1180000000e-02,3.3479492915e+17
3.1450000000e+03,1.8529641441e+06,2.1070000000e-02,3.3358648947e+17
3.1500000000e+03,1.7979402963e+06,2.0880000000e-02,3.3110391488e+17
3.1550000000e+03,1.7445547794e+06,2.0830000000e-02,3.3083534476e+17
3.1600000000e+03,1.6721071319e+06,2.0730000000e-02,3.2976886717e+17
3.1650000000e+03,1.6026720935e+06,2.0660000000e-02,3.2917534482e+17
3.1700000000e+03,1.5361242116e+06,2.0520000000e-02,3.2746122813e+17
3.1750000000e+03,1.4723432657e+06,2.0470000000e-02,3.2717856249e+17
3.1800000000e+03,1.3930614128e+06,2.0320000000e-02,3.2529253071e+17
3.1850000000e+03,1.3180519399e+06,2.0240000000e-02,3.2452130406e+17
3.1900000000e+03,1.2470844298e+06,2.0190000000e-02,3.2422781506e+17
3.1950000000e+03,1.1799409028e+06,2.0080000000e-02,3.2296676886e+17
3.2000000000e+03,1.1118470958e+06,1.9940000000e-02,3.2121690994e+17
3.2050000000e+03,1.0476855066e+06,1.9860000000e-02,3.2042806388e+17
3.2100000000e+03,9.8722890623e+05,1.9760000000e-02,3.1931200023e+17
3.2150000000e+03,9.3026320567e+05,1.9620000000e-02,3.1754351508e+17
3.2200000000e+03,8.8360792957e+05,1.9540000000e-02,3.1674057349e+17
3.2250000000e+03,8.3929456846e+05,1.9420000000e-02,3.1528420357e+17
3.2300000000e+03,7.9720545989e+05,1.9380000000e-02,3.1512260843e+17
3.2350000000e+03,7.5722885871e+05,1.9260000000e-02,3.1365617027e+17
3.2400000000e+03,7.2055931948e+05,1.9210000000e-02,3.1332542881e+17
3.2450000000e+03,6.8597694474e+05,1.9100000000e-02,3.1201202780e+17
3.2500000000e+03,6.5305585979e+05,1.9090000000e-02,3.1232917714e+17
3.2550000000e+03,6.2171617969e+05,1.8900000000e-02,3.0969633418e+17
3.2600000000e+03,5.8728466696e+05,1.8800000000e-02,3.0853093619e+17
3.2650000000e+03,5.5188500685e+05,1.8700000000e-02,3.0736050409e+17
3.2700000000e+03,5.1862034241e+05,1.8600000000e-02,3.0618503787e+17
3.2750000000e+03,4.8736183276e+05,1.8480000000e-02,3.0467480290e+17
3.2800000000e+03,4.6003463135e+05,1.8370000000e-02,3.0332364601e+17
3.2850000000e+03,4.4205333968e+05,1.8320000000e-02,3.0295917597e+17
3.2900000000e+03,4.2477586363e+05,1.8260000000e-02,3.0242656644e+17
3.2950000000e+03,4.0817461349e+05,1.8030000000e-02,2.9907107604e+17
3.3000000000e+03,3.9222308281e+05,1.7920000000e-02,2.9769751734e+17
3.3050000000e+03,3.7348888549e+05,1.7860000000e-02,2.9715030887e+17
3.3100000000e+03,3.5565032494e+05,1.7700000000e-02,2.9493378734e+17
3.3150000000e+03,3.3866454175e+05,1.7600000000e-02,2.9371049702e+17
3.3200000000e+03,3.2249072958e+05,1.7300000000e-02,2.8913951917e+17
3.3250000000e+03,3.0684302466e+05,1.7280000000e-02,2.8924020150e+17
3.3300000000e+03,2.9179864889e+05,1.7130000000e-02,2.8716060795e+17
3.3350000000e+03,2.7749251773e+05,1.7030000000e-02,2.8591290216e+17
3.3400000000e+03,2.6388837224e+05,1.6850000000e-02,2.8331504630e+17
3.3450000000e+03,2.5095173604e+05,1.6780000000e-02,2.8256043223e+17
3.3500000000e+03,2.3786125291e+05,1.6600000000e-02,2.7994722232e+17
3.3550000000e+03,2.2545411547e+05,1.6500000000e-02,2.7867610789e+17
3.3600000000e+03,2.1369462431e+05,1.6360000000e-02,2.7672337407e+17
3.3650000000e+03,2.0254894653e+05,1.6290000000e-02,2.7594937865e+17
3.3700000000e+03,1.9261084576e+05,1.6180000000e-02,2.7449326043e+17
3.3750000000e+03,1.8355858867e+05,1.6110000000e-02,2.7371121042e+17
3.3800000000e+03,1.7493215032e+05,1.6010000000e-02,2.7241517711e+17
3.3850000000e+03,1.6671148107e+05,1.5980000000e-02,2.7230694361e+17
3.3900000000e+03,1.5887747626e+05,1.5900000000e-02,2.7134391711e+17
3.3950000000e+03,1.5202452672e+05,1.5800000000e-02,2.7003504680e+17
3.4000000000e+03,1.4546748473e+05,1.5640000000e-02,2.6769418260e+17
3.4050000000e+03,1.3919355866e+05,1.5650000000e-02,2.6825926218e+17
3.4100000000e+03,1.3319051048e+05,1.5540000000e-02,2.6676488468e+17
3.4150000000e+03,1.2741279091e+05,1.5470000000e-02,2.6595262997e+17
3.4200000000e+03,1.2183742307e+05,1.5430000000e-02,2.6565335174e+17
3.4250000000e+03,1.1650627289e+05,1.5320000000e-02,2.6414513042e+17
3.4300000000e+03,1.1140863135e+05,1.5220000000e-02,2.6280404176e+17
3.4350000000e+03,1.0653425954e+05,1.5150000000e-02,2.6197668470e+17
3.4400000000e+03,1.0188476693e+05,1.5050000000e-02,2.6062628293e+17
3.4450000000e+03,9.7441124297e+04,1.5020000000e-02,2.6048482426e+17
3.4500000000e+03,9.3191484769e+04,1.4920000000e-02,2.5912611620e+17
3.4550000000e+03,8.9127369346e+04,1.4880000000e-02,2.5880594638e+17
3.4600000000e+03,8.5240670034e+04,1.4800000000e-02,2.5778704119e+17
3.4650000000e+03,8.1639002313e+04,1.4760000000e-02,2.5746183726e+17
3.4700000000e+03,7.8189678401e+04,1.4660000000e-02,2.5608651661e+17
3.4750000000e+03,7.4886247122e+04,1.4560000000e-02,2.5470616185e+17
3.4800000000e+03,7.1722530810e+04,1.4480000000e-02,2.5367114749e+17
3.4850000000e+03,6.8739359188e+04,1.4450000000e-02,2.5350930064e+17
3.4900000000e+03,6.6059913133e+04,1.4360000000e-02,2.5229179955e+17
3.4950000000e+03,6.3485041639e+04,1.4320000000e-02,2.5194947962e+17
3.5000000000e+03,6.1010657894e+04,1.4230000000e-02,2.5072417565e+17
3.5050000000e+03,5.8632835029e+04,1.4150000000e-02,2.4967078675e+17
3.5100000000e+03,5.6376166897e+04,1.4050000000e-02,2.4825997559e+17
3.5150000000e+03,5.4315702324e+04,1.4020000000e-02,2.4808277468e+17
3.5200000000e+03,5.2330650536e+04,1.3930000000e-02,2.4684085813e+17
3.5250000000e+03,5.0418247281e+04,1.3890000000e-02,2.4648167391e+17
3.5300000000e+03,4.8575829792e+04,1.3800000000e-02,2.4523195447e+17
3.5350000000e+03,4.6836600630e+04,1.3760000000e-02,2.4486748443e+17
3.5400000000e+03,4.5297945688e+04,1.3670000000e-02,2.4360996211e+17
3.5450000000e+03,4.3809925345e+04,1.3660000000e-02,2.4377558455e+17
3.5500000000e+03,4.2370870196e+04,1.3570000000e-02,2.4251101447e+17
3.5550000000e+03,4.0979165986e+04,1.3450000000e-02,2.4070502515e+17
3.5600000000e+03,3.9687307125e+04,1.3360000000e-02,2.3943063854e+17
3.5650000000e+03,3.8646370072e+04,1.3360000000e-02,2.3976691753e+17
3.5700000000e+03,3.7632809223e+04,1.3250000000e-02,2.3812629894e+17
3.5750000000e+03,3.6645902460e+04,1.3180000000e-02,2.3720002149e+17
3.5800000000e+03,3.5684946771e+04,1.3080000000e-02,2.3572955604e+17
3.5850000000e+03,3.4749257749e+04,1.3050000000e-02,2.3551736803e+17
3.5900000000e+03,3.3838169094e+04,1.2980000000e-02,2.3458077064e+17
3.5950000000e+03,3.2951032133e+04,1.2940000000e-02,2.3418357884e+17
3.6000000000e+03,3.2087215356e+04,1.2850000000e-02,2.3287823241e+17
3.6050000000e+03,3.1246103953e+04,1.2830000000e-02,2.3283871460e+17
3.6100000000e+03,3.0427099376e+04,1.2740000000e-02,2.3152606870e+17
3.6150000000e+03,2.9629618907e+04,1.2720000000e-02,2.3148277530e+17
3.6200000000e+03,2.8853095237e+04,1.2640000000e-02,2.3034506496e+17
3.6250000000e+03,2.8186658178e+04,1.2610000000e-02,2.3011576095e+17
3.6300000000e+03,2.7888915362e+04,1.2510000000e-02,2.2860577768e+17
3.6350000000e+03,2.7594370032e+04,1.2490000000e-02,2.2855468140e+17
3.6400000000e+03,2.7302987165e+04,1.2400000000e-02,2.2721988539e+17
3.6450000000e+03,2.7014732129e+04,1.2360000000e-02,2.2679802642e+17
3.6500000000e+03,2.6729570681e+04,1.2280000000e-02,2.2563917279e+17
3.6550000000e+03,2.6447468963e+04,1.2220000000e-02,2.2484428578e+17
3.6600000000e+03,2.6168393495e+04,1.2150000000e-02,2.2386212964e+17
3.6650000000e+03,2.5892311173e+04,1.2150000000e-02,2.2416795222e+17
3.6700000000e+03,2.5619189262e+04,1.2040000000e-02,2.2244150195e+17
3.6750000000e+03,2.5348995396e+04,1.2030000000e-02,2.2255955198e+17
3.6800000000e+03,2.5081697569e+04,1.1890000000e-02,2.2026877724e+17
3.6850000000e+03,2.4817264134e+04,1.1830000000e-02,2.1945501229e+17
3.6900000000e+03,2.4555663799e+04,1.1770000000e-02,2.1863822688e+17
3.6950000000e+03,2.4296865619e+04,1.1720000000e-02,2.1800443160e+17
3.7000000000e+03,2.4040838999e+04,1.1550000000e-02,2.1513297151e+17
3.7050000000e+03,2.3787553681e+04,1.1600000000e-02,2.1635626184e+17
3.7100000000e+03,2.3536979750e+04,1.1510000000e-02,2.1496734908e+17
3.7150000000e+03,2.3289087621e+04,1.1500000000e-02,2.1507004506e+17
3.7200000000e+03,2.3043848041e+04,1.1440000000e-02,2.1423589194e+17
3.7250000000e+03,2.2801232083e+04,1.1430000000e-02,2.1433632257e+17
3.7300000000e+03,2.2561211144e+04,1.1340000000e-02,2.1293406940e+17
3.7350000000e+03,2.2515513729e+04,1.1280000000e-02,2.1209135828e+17
3.7400000000e+03,2.2598440660e+04,1.1080000000e-02,2.0860976327e+17
3.7450000000e+03,2.2681713558e+04,1.1080000000e-02,2.0888865332e+17
3.7500000000e+03,2.2765333888e+04,1.1040000000e-02,2.0841242590e+17
3.7550000000e+03,2.2849303120e+04,1.1000000000e-02,2.0793418482e+17
3.7600000000e+03,2.2933622734e+04,1.0940000000e-02,2.0707536454e+17
3.7650000000e+03,2.3018294211e+04,1.0930000000e-02,2.0716119622e+17
3.7700000000e+03,2.3103319044e+04,1.0860000000e-02,2.0610780733e+17
3.7750000000e+03,2.3188698728e+04,1.0800000000e-02,2.0524093246e+17
3.7800000000e+03,2.3431297524e+04,1.0740000000e-02,2.0437103712e+17
3.7850000000e+03,2.3676475801e+04,1.0730000000e-02,2.0445082786e+17
3.7900000000e+03,2.3924261300e+04,1.0630000000e-02,2.0281297804e+17
3.7950000000e+03,2.4174682067e+04,1.0620000000e-02,2.0288949661e+17
3.8000000000e+03,2.4427766449e+04,1.0530000000e-02,2.0143514033e+17
3.8050000000e+03,2.4683543102e+04,1.0530000000e-02,2.0170018657e+17
3.8100000000e+03,2.4942040994e+04,1.0430000000e-02,2.0004723440e+17
3.8150000000e+03,2.5203289405e+04,1.0410000000e-02,1.9992566048e+17
3.8200000000e+03,2.5467317935e+04,1.0340000000e-02,1.9884156348e+17
3.8250000000e+03,2.5734156504e+04,1.0330000000e-02,1.9890927235e+17
3.8300000000e+03,2.6003835358e+04,1.0250000000e-02,1.9762683115e+17
3.8350000000e+03,2.6276385070e+04,1.0210000000e-02,1.9711259614e+17
3.8400000000e+03,2.6551836547e+04,1.0150000000e-02,1.9620972734e+17
3.8450000000e+03,2.6830221029e+04,1.0130000000e-02,1.9607808519e+17
3.8500000000e+03,2.7119926702e+04,1.0050000000e-02,1.9478255529e+17
3.8550000000e+03,2.7418439457e+04,1.0030000000e-02,1.9464738926e+17
3.8600000000e+03,2.7720284614e+04,9.9400000000e-03,1.9315099811e+17
3.8650000000e+03,2.8025499760e+04,9.9100000000e-03,1.9281748789e+17
3.8700000000e+03,2.8334122907e+04,9.8300000000e-03,1.9150836587e+17
3.8750000000e+03,2.8646192499e+04,9.8300000000e-03,1.9175579270e+17
3.8800000000e+03,2.8961747418e+04,9.7500000000e-03,1.9044062975e+17
3.8850000000e+03,2.9280826988e+04,9.7000000000e-03,1.8970816579e+17
3.8900000000e+03,2.9603470980e+04,9.7100000000e-03,1.9014814758e+17
3.8950000000e+03,2.9929719618e+04,9.6200000000e-03,1.8862784437e+17
3.9000000000e+03,3.0259613582e+04,9.6000000000e-03,1.8847732429e+17
