# git_sha=46199443972a9686db0a0a327fb68eb9ee62d1ac
# code_dirty=no
# prereg_md5=d8707a6607db6d54a006e14af9dcfe79
# spectral_table_sha256=2cfea122d9f6f8aae04b3cc53221d67f6d010f94ead1ff39a81a78f4398da0b8
# vessel_md5=4eddbbbb4098a09fae1039ca82cbc052
# physiology_md5=af16830e7f15c5cf9848c8eb694e99c8
# thermal_md5=6b0ecfc0353686a3534939ac9eff9a0e
# organism_md5=a5425fa33a97b64be9793a2788778abc
# run_md5=04c7a9c54fa237830dd550a2f64e17a4
# python=3.13.2
# numpy=2.3.5
# scipy=1.16.3
# written=2026-09-24T02:36:11-04:00
sigma_MPa,r_au,R_m,p_star_Pa,t_m,T_int_K,T_shell_K,f_photon,margin_BURST_Pa,margin_FREEZE_K,margin_BOIL_Pa,margin_STARVE_umol,margin_OPAQUE,first_violated
0.7,1.04,10,6423.415221,0.0458815,310.565224,272.906559,0.993205,0,37.4152,1.03234e-07,5.72765,0.743205,HELD
0.7,1.04,11.2202,6318.453205,0.0506387,310.262376,272.906559,0.992506,0,37.1124,-8.55598e-08,5.87502,0.742506,HELD
0.7,1.04,12.5893,6213.878036,0.0558772,309.956284,272.906559,0.991738,0,36.8063,-8.13461e-08,6.02267,0.741738,HELD
0.7,1.04,14.1254,6109.916896,0.0616463,309.647536,272.906559,0.990895,0,36.4975,-7.77318e-08,6.17014,0.740895,HELD
0.7,1.04,15.8489,6006.789291,0.0680009,309.336737,272.906559,0.989967,1.16415e-10,36.1867,-7.47414e-08,6.31698,0.739967,HELD
0.7,1.04,17.7828,5904.694973,0.0750014,309.024467,272.906559,0.988947,0,35.8745,-1.74862e-07,6.46275,0.738947,HELD
0.7,1.04,19.9526,5803.794440,0.0827149,308.711219,272.906559,0.987827,0,35.5612,-1.69739e-07,6.60707,0.737827,HELD
0.7,1.04,22.3872,5704.201492,0.0912151,308.397368,272.906559,0.986595,0,35.2474,-1.64956e-07,6.7496,0.736595,HELD
0.7,1.04,25.1189,5605.973718,0.100583,308.083134,272.906559,0.985242,0,34.9331,-1.60638e-07,6.89009,0.735242,HELD
0.7,1.04,28.1838,5509.114204,0.110906,307.768568,272.906559,0.983756,0,34.6186,-1.56096e-07,7.02837,0.733756,HELD
0.7,1.04,31.6228,5413.572940,0.12228,307.453551,272.906559,0.982125,0,34.3036,-1.51486e-07,7.16435,0.732125,HELD
0.7,1.04,35.4813,5319.258614,0.13481,307.137814,272.906559,0.980335,1.16415e-10,33.9878,-1.46399e-07,7.29797,0.730335,HELD
0.7,1.04,39.8107,5226.048982,0.148609,306.820969,272.906559,0.978373,0,33.671,-1.40772e-07,7.42924,0.728373,HELD
0.7,1.04,44.6684,5133.808863,0.163799,306.502557,272.906559,0.976223,0,33.3526,-1.34706e-07,7.55817,0.726223,HELD
0.7,1.04,50.1187,5042.403583,0.180513,306.182091,272.906559,0.973871,0,33.0321,-1.28313e-07,7.68477,0.723871,HELD
0.7,1.04,56.2341,4951.715887,0.198897,305.859119,272.906559,0.971299,0,32.7091,-1.21397e-07,7.80898,0.721299,HELD
0.7,1.04,63.0957,4861.654052,0.219107,305.533254,272.906559,0.96849,0,32.3833,-1.14322e-07,7.93075,0.71849,HELD
0.7,1.04,70.7946,4772.160366,0.241316,305.204211,272.906559,0.965425,0,32.0542,-1.07349e-07,8.04991,0.715425,HELD
0.7,1.04,79.4328,4683.210626,0.265715,304.871814,272.906559,0.962085,0,31.7218,-1.00392e-07,8.16629,0.712085,HELD
0.7,1.04,89.1251,4594.810789,0.292509,304.535994,272.906559,0.958448,0,31.386,-9.40108e-08,8.27961,0.708448,HELD
0.7,1.04,100,4506.992841,0.321928,304.196779,272.906559,0.954492,0,31.0468,-8.77917e-08,8.38961,0.704492,HELD
0.7,1.04,112.202,4419.805772,0.354222,303.854271,272.906559,0.950194,0,30.7043,-8.198e-08,8.49595,0.700194,HELD
0.7,1.04,125.893,4333.307163,0.389665,303.508614,272.906559,0.94553,0,30.3586,-1.93746e-07,8.59832,0.69553,HELD
0.7,1.04,141.254,4247.560241,0.42856,303.159987,272.906559,0.940475,0,30.01,-1.81743e-07,8.69639,0.690475,HELD
0.7,1.04,158.489,4162.626156,0.471237,302.808579,272.906559,0.935003,0,29.6586,-1.71076e-07,8.78983,0.685003,HELD
0.7,1.04,177.828,4078.564734,0.518059,302.454585,272.906559,0.929087,0,29.3046,-1.60734e-07,8.87832,0.679087,HELD
0.7,1.04,199.526,3995.430885,0.569424,302.098198,272.906559,0.922702,0,28.9482,-1.5148e-07,8.96157,0.672702,HELD
0.7,1.04,223.872,3913.277431,0.625767,301.739617,272.906559,0.91582,0,28.5896,-1.43035e-07,9.0393,0.66582,HELD
0.7,1.04,251.189,3832.153615,0.687567,301.379041,272.906559,0.908414,0,28.229,-1.34937e-07,9.11123,0.658414,HELD
0.7,1.04,281.838,3752.106698,0.755348,301.016677,272.906559,0.900461,0,27.8667,-1.27951e-07,9.17712,0.650461,HELD
0.7,1.04,316.228,3673.180314,0.829687,300.652733,272.906559,0.891935,0,27.5027,-1.21389e-07,9.23673,0.641935,HELD
0.7,1.04,354.813,3595.412945,0.911215,300.287408,272.906559,0.882814,0,27.1374,-1.15251e-07,9.28987,0.632814,HELD
0.7,1.04,398.107,3518.837303,1.00062,299.920890,272.906559,0.873078,0,26.7709,-1.0977e-07,9.33635,0.623078,HELD
0.7,1.04,446.684,3443.477582,1.09867,299.553342,272.906559,0.862711,0,26.4033,-1.04529e-07,9.37602,0.612711,HELD
0.7,1.04,501.187,3369.349117,1.2062,299.184892,272.906559,0.8517,0,26.0349,-9.97557e-08,9.40877,0.6017,HELD
0.7,1.04,562.341,3296.457373,1.3241,298.815631,272.906559,0.840037,0,25.6656,-9.50258e-08,9.43448,0.590037,HELD
0.7,1.04,630.957,3224.799155,1.45336,298.445611,272.906559,0.82772,0,25.2956,-9.0778e-08,9.45309,0.57772,HELD
0.7,1.04,707.946,3154.365443,1.59509,298.074856,272.906559,0.814754,0,24.9249,-2.27677e-07,9.46452,0.564754,HELD
0.7,1.04,794.328,3085.143513,1.75044,297.703372,272.906559,0.801151,0,24.5534,-2.17497e-07,9.46875,0.551151,HELD
0.7,1.04,891.251,3017.120894,1.92072,297.331169,272.906559,0.786931,0,24.1812,-2.07945e-07,9.46573,0.536931,HELD
0.7,1.04,1000,2950.288985,2.10735,296.958276,272.906559,0.77212,0,23.8083,-1.98763e-07,9.45545,0.52212,HELD
0.7,1.04,1122.02,2884.645314,2.31188,296.584762,272.906559,0.756755,1.16415e-10,23.4348,-1.90096e-07,9.43792,0.506755,HELD
0.7,1.04,1258.93,2820.195064,2.53601,296.210743,272.906559,0.740877,0,23.0607,-1.82114e-07,9.41317,0.490877,HELD
0.7,1.04,1412.54,2756.951084,2.78164,295.836393,272.906559,0.724536,0,22.6864,-1.74945e-07,9.38126,0.474536,HELD
0.7,1.04,1584.89,2694.932758,3.05084,295.461938,272.906559,0.70779,0,22.3119,-1.68444e-07,9.34229,0.45779,HELD
0.7,1.04,1778.28,2634.163945,3.34591,295.087648,272.906559,0.690701,0,21.9376,-1.6298e-07,9.29637,0.440701,HELD
0.7,1.04,1995.26,2574.670461,3.66939,294.713826,272.906559,0.673334,0,21.5638,-1.58458e-07,9.24368,0.423334,HELD
0.7,1.04,2238.72,2516.477514,4.02407,294.340794,272.906559,0.65576,-1.16415e-10,21.1908,-1.54741e-07,9.18443,0.40576,HELD
0.7,1.04,2511.89,2459.607508,4.41304,293.968879,272.906559,0.63805,0,20.8189,-1.5179e-07,9.11886,0.38805,HELD
0.7,1.04,2818.38,2404.078432,4.83972,293.598401,272.906559,0.620275,0,20.4484,-1.49545e-07,9.04723,0.370275,HELD
0.7,1.04,3162.28,2349.902878,5.30789,293.229664,272.906559,0.602504,0,20.0797,-1.48097e-07,8.96986,0.352504,HELD
0.7,1.04,3548.13,2297.087652,5.8217,292.862950,272.906559,0.584804,0,19.7129,-1.47213e-07,8.88704,0.334804,HELD
0.7,1.04,3981.07,2245.633833,6.38574,292.498519,272.906559,0.567233,0,19.3485,-1.4672e-07,8.79913,0.317233,HELD
0.7,1.04,4466.84,2195.537105,7.00507,292.136604,272.906559,0.549844,0,18.9866,-1.46554e-07,8.70646,0.299844,HELD
0.7,1.04,5011.87,2146.788536,7.68531,291.777416,272.906559,0.532685,0,18.6274,-1.47005e-07,8.60939,0.282685,HELD
0.7,1.04,5623.41,2099.375169,8.43261,291.421143,272.906559,0.515791,0,18.2711,-1.47901e-07,8.50828,0.265791,HELD
0.7,1.04,6309.57,2053.280732,9.2538,291.067954,272.906559,0.499193,1.16415e-10,17.918,-1.49209e-07,8.40347,0.249193,HELD
0.7,1.04,7079.46,2008.486399,10.1564,290.718004,272.906559,0.482914,-1.16415e-10,17.568,-1.50747e-07,8.29533,0.232914,HELD
0.7,1.04,7943.28,1964.971391,11.1488,290.371432,272.906559,0.466968,0,17.2214,-1.5263e-07,8.1842,0.216968,HELD
0.7,1.04,8912.51,1922.713784,12.2401,290.028371,272.906559,0.451368,0,16.8784,-1.55024e-07,8.07042,0.201368,HELD
0.7,1.04,10000,1881.691024,13.4407,289.688949,272.906559,0.43612,0,16.5389,-1.57576e-07,7.95434,0.18612,HELD
0.7,1.04,11220.2,1841.879922,14.7616,289.353286,272.906559,0.421228,0,16.2033,-1.60338e-07,7.83629,0.171228,HELD
0.7,1.04,12589.3,1803.257014,16.2155,289.021499,272.906559,0.406696,0,15.8715,-1.63493e-07,7.71658,0.156696,HELD
0.7,1.04,14125.4,1765.798125,17.8161,288.693699,272.906559,0.392525,0,15.5437,-1.66525e-07,7.59553,0.142525,HELD
0.7,1.04,15848.9,1729.477830,19.5788,288.369979,272.906559,0.378714,0,15.22,-1.70061e-07,7.47343,0.128714,HELD
0.7,1.04,17782.8,1694.269398,21.5206,288.050419,272.906559,0.365265,0,14.9004,-1.74036e-07,7.35057,0.115265,HELD
0.7,1.04,19952.6,1660.143380,23.6602,287.735068,272.906559,0.352174,0,14.5851,-1.77902e-07,7.22721,0.102174,HELD
0.7,1.04,22387.2,1627.066534,26.0182,287.423928,272.906559,0.33944,0,14.2739,-1.81655e-07,7.10358,0.0894404,HELD
0.7,1.04,25118.9,1595.001354,28.6176,287.116954,272.906559,0.327058,0,13.967,-1.85014e-07,6.97986,0.0770577,HELD
0.7,1.04,28183.8,1563.906965,31.4835,286.814048,272.906559,0.315019,0,13.664,-1.8877e-07,6.85623,0.0650195,HELD
0.7,1.04,31622.8,1533.738586,34.6436,286.515060,272.906559,0.303317,0,13.3651,-1.91855e-07,6.7328,0.0533172,HELD
0.7,1.04,35481.3,1504.446977,38.1284,286.219772,272.906559,0.29194,0,13.0698,-1.93996e-07,6.60965,0.0419398,HELD
0.7,1.04,39810.7,1475.980578,41.9713,285.927918,272.906559,0.280875,0,12.7779,-1.96059e-07,6.48685,0.030875,HELD
0.7,1.04,44668.4,1448.287066,46.209,285.639198,272.906559,0.270109,0,12.4892,-7.92668e-08,6.36439,0.0201094,HELD
0.7,1.04,50118.7,1421.312158,50.8817,285.353262,272.906559,0.259628,0,12.2033,-7.94396e-08,6.24227,0.00962838,HELD
0.7,1.04,56234.1,1395.002787,56.0334,285.069744,272.906559,0.249418,0,11.9197,-7.95621e-08,6.12044,-0.000582474,OPAQUE
0.7,1.04,63095.7,1369.307535,61.7125,284.788264,272.906559,0.239463,0,11.6383,-7.9109e-08,5.99886,-0.0105373,OPAQUE
0.7,1.04,70794.6,1344.176020,67.9717,284.508425,272.906559,0.22975,0,11.3584,-7.83159e-08,5.87746,-0.0202501,OPAQUE
0.7,1.04,79432.8,1319.561635,74.8689,284.229844,272.906559,0.220267,0,11.0798,-1.90989e-07,5.75616,-0.0297333,OPAQUE
0.7,1.04,89125.1,1295.419561,82.4674,283.952128,272.906559,0.211001,0,10.8021,-1.87315e-07,5.63488,-0.0389991,OPAQUE
0.7,1.04,100000,1271.708300,90.8363,283.674894,272.906559,0.201942,0,10.5249,-1.83439e-07,5.51353,-0.0480579,OPAQUE
0.7,1.04,112202,1248.389792,100.051,283.397776,272.906559,0.193081,0,10.2478,-1.78484e-07,5.39203,-0.0569192,OPAQUE
0.7,1.04,125893,1225.428111,110.194,283.120406,272.906559,0.184409,0,9.97041,-1.7305e-07,5.27029,-0.0655914,OPAQUE
0.7,1.04,141254,1202.791400,121.356,282.842441,272.906559,0.175919,0,9.69244,-1.6742e-07,5.14822,-0.0740814,OPAQUE
0.7,1.04,158489,1180.450017,133.635,282.563546,272.906559,0.167605,0,9.41355,-1.60995e-07,5.02575,-0.0823951,OPAQUE
0.7,1.04,177828,1158.377643,147.137,282.283401,272.906559,0.159463,0,9.1334,-1.54399e-07,4.90279,-0.0905374,OPAQUE
0.7,1.04,199526,1136.551680,161.98,282.001718,272.906559,0.151488,0,8.85172,-1.47463e-07,4.77929,-0.0985116,OPAQUE
0.7,1.04,223872,1114.951686,178.29,281.718215,272.906559,0.14368,0,8.56821,-1.40197e-07,4.65516,-0.10632,OPAQUE
0.7,1.04,251189,1093.561145,196.207,281.432647,272.906559,0.136035,0,8.28265,-1.33068e-07,4.53037,-0.113965,OPAQUE
0.7,1.04,281838,1072.367236,215.882,281.144802,272.906559,0.128554,0,7.9948,-1.25828e-07,4.40486,-0.121446,OPAQUE
0.7,1.04,316228,1051.359723,237.478,280.854493,272.906559,0.121238,0,7.70449,-1.18342e-07,4.2786,-0.128762,OPAQUE
0.7,1.04,354813,1030.532337,261.176,280.561575,272.906559,0.114088,0,7.41157,-1.11207e-07,4.15155,-0.135912,OPAQUE
0.7,1.04,398107,1009.882820,287.173,280.265954,272.906559,0.107108,0,7.11595,-1.04464e-07,4.02372,-0.142892,OPAQUE
0.7,1.04,446684,989.412181,315.682,279.967580,272.906559,0.1003,0,6.81758,-9.77192e-08,3.8951,-0.1497,OPAQUE
0.7,1.04,501187,969.124993,346.938,279.666453,272.906559,0.0936693,0,6.51645,-9.12918e-08,3.76569,-0.156331,OPAQUE
0.7,1.04,562341,949.029788,381.199,279.362638,272.906559,0.0872201,0,6.21264,-8.5308e-08,3.6355,-0.16278,OPAQUE
0.7,1.04,630957,929.138962,418.748,279.056264,272.906559,0.0809581,0,5.90626,-2.06573e-07,3.50455,-0.169042,OPAQUE
0.7,1.04,707946,909.468738,459.896,278.747536,272.906559,0.0748891,0,5.59754,-1.94597e-07,3.37287,-0.175111,OPAQUE
0.7,1.04,794328,890.039047,504.988,278.436736,272.906559,0.069019,0,5.28674,-1.84009e-07,3.24047,-0.180981,OPAQUE
0.7,1.04,891251,870.873636,554.405,278.124232,272.906559,0.0633539,0,4.97423,-1.7464e-07,3.10736,-0.186646,OPAQUE
0.7,1.04,1e+06,852.000262,608.572,277.810492,272.906559,0.0579001,-1.16415e-10,4.66049,-1.66895e-07,2.97354,-0.1921,OPAQUE
0.7,1.05,10,5992.219393,0.0428016,309.292456,271.603895,0.993658,0,36.1425,9.86083e-08,6.33676,0.743658,HELD
0.7,1.05,11.2202,5894.780559,0.0472432,308.993894,271.603895,0.993005,0,35.8439,-8.07904e-08,6.47593,0.743005,HELD
0.7,1.05,12.5893,5797.570724,0.0521336,308.691743,271.603895,0.992287,0,35.5417,-7.65131e-08,6.61498,0.742287,HELD
0.7,1.05,14.1254,5700.792817,0.0575185,308.386542,271.603895,0.991498,0,35.2365,-7.28287e-08,6.7535,0.741498,HELD
0.7,1.05,15.8489,5604.654452,0.0634484,308.078881,271.603895,0.990631,-1.16415e-10,34.9289,-1.68862e-07,6.89102,0.740631,HELD
0.7,1.05,17.7828,5509.356486,0.0699798,307.769361,271.603895,0.989678,-1.16415e-10,34.6194,-1.626e-07,7.02709,0.739678,HELD
0.7,1.05,19.9526,5415.072521,0.0771749,307.458532,271.603895,0.988631,0,34.3085,-1.5741e-07,7.1613,0.738631,HELD
0.7,1.05,22.3872,5321.940262,0.0851024,307.146859,271.603895,0.98748,0,33.9969,-1.52668e-07,7.2933,0.73748,HELD
0.7,1.05,25.1189,5230.048694,0.0938378,306.834666,271.603895,0.986216,0,33.6847,-1.48569e-07,7.42278,0.736216,HELD
0.7,1.05,28.1838,5139.437168,0.103464,306.522127,271.603895,0.984827,0,33.3721,-1.44483e-07,7.54954,0.734827,HELD
0.7,1.05,31.6228,5050.092371,0.11407,306.209241,271.603895,0.983301,0,33.0592,-1.40368e-07,7.67342,0.733301,HELD
0.7,1.05,35.4813,4961.956859,0.125755,305.895847,271.603895,0.981627,0,32.7458,-1.36034e-07,7.79434,0.731627,HELD
0.7,1.05,39.8107,4874.935509,0.138625,305.581637,271.603895,0.979791,0,32.4316,-1.31288e-07,7.91227,0.729791,HELD
0.7,1.05,44.6684,4788.911135,0.152795,305.266204,271.603895,0.977779,1.16415e-10,32.1162,-1.2611e-07,8.02719,0.727779,HELD
0.7,1.05,50.1187,4703.756654,0.16839,304.949077,271.603895,0.975576,0,31.7991,-1.20433e-07,8.13911,0.725576,HELD
0.7,1.05,56.2341,4619.351935,0.185547,304.629782,271.603895,0.973165,0,31.4798,-1.14408e-07,8.24799,0.723165,HELD
0.7,1.05,63.0957,4535.593720,0.204412,304.307882,271.603895,0.970531,0,31.1579,-1.07982e-07,8.35376,0.720531,HELD
0.7,1.05,70.7946,4452.406470,0.225147,303.983022,271.603895,0.967654,0,30.833,-1.01551e-07,8.45631,0.717654,HELD
0.7,1.05,79.4328,4369.745475,0.247929,303.654950,271.603895,0.964517,0,30.5049,-9.5165e-08,8.55548,0.714517,HELD
0.7,1.05,89.1251,4287.596060,0.272952,303.323518,271.603895,0.961099,0,30.1735,-8.90941e-08,8.65104,0.711099,HELD
0.7,1.05,100,4205.972107,0.300427,302.988691,271.603895,0.957379,1.16415e-10,29.8387,-8.31933e-08,8.74275,0.707379,HELD
0.7,1.05,112.202,4124.907949,0.330587,302.650519,271.603895,0.953335,0,29.5005,-1.95249e-07,8.83032,0.703335,HELD
0.7,1.05,125.893,4044.450756,0.36369,302.309114,271.603895,0.948943,0,29.1591,-1.83099e-07,8.91345,0.698943,HELD
0.7,1.05,141.254,3964.656793,0.400016,301.964635,271.603895,0.944179,0,28.8146,-1.71533e-07,8.99185,0.694179,HELD
0.7,1.05,158.489,3885.583040,0.439874,301.617260,271.603895,0.939017,0,28.4673,-1.61237e-07,9.06521,0.689017,HELD
0.7,1.05,177.828,3807.286334,0.483601,301.267181,271.603895,0.933432,0,28.1172,-1.51337e-07,9.13326,0.683432,HELD
0.7,1.05,199.526,3729.819655,0.531569,300.914589,271.603895,0.927398,0,27.7646,-1.42402e-07,9.19574,0.677398,HELD
0.7,1.05,223.872,3653.233696,0.584184,300.559678,271.603895,0.920887,1.16415e-10,27.4097,-1.34284e-07,9.25239,0.670887,HELD
0.7,1.05,251.189,3577.575239,0.64189,300.202643,271.603895,0.913873,0,27.0526,-1.26475e-07,9.30298,0.663873,HELD
0.7,1.05,281.838,3502.889859,0.705177,299.843687,271.603895,0.906331,0,26.6937,-1.1967e-07,9.34731,0.656331,HELD
0.7,1.05,316.228,3429.219621,0.774582,299.483015,271.603895,0.898236,0,26.333,-1.13297e-07,9.38519,0.648236,HELD
0.7,1.05,354.813,3356.602917,0.850691,299.120827,271.603895,0.889563,0,25.9708,-1.07395e-07,9.41646,0.639563,HELD
0.7,1.05,398.107,3285.074286,0.934151,298.757324,271.603895,0.88029,0,25.6073,-1.02008e-07,9.44098,0.63029,HELD
0.7,1.05,446.684,3214.661223,1.02567,298.392684,271.603895,0.8704,0,25.2427,-9.70967e-08,9.45865,0.6204,HELD
0.7,1.05,501.187,3145.384052,1.12602,298.027061,271.603895,0.859876,0,24.8771,-9.26029e-08,9.46938,0.609876,HELD
0.7,1.05,562.341,3077.253792,1.23605,297.660571,271.603895,0.848707,0,24.5106,-2.3068e-07,9.47312,0.598707,HELD
0.7,1.05,630.957,3010.273116,1.35668,297.293295,271.603895,0.836886,0,24.1433,-2.20685e-07,9.46984,0.586886,HELD
0.7,1.05,707.946,2944.437435,1.48893,296.925277,271.603895,0.824414,0,23.7753,-2.11169e-07,9.45952,0.574414,HELD
0.7,1.05,794.328,2879.736570,1.6339,296.556533,271.603895,0.811297,0,23.4065,-2.01707e-07,9.44215,0.561297,HELD
0.7,1.05,891.251,2816.158318,1.79279,296.187069,271.603895,0.797549,0,23.0371,-1.92726e-07,9.41775,0.547549,HELD
0.7,1.05,1000,2753.691658,1.96692,295.816898,271.603895,0.783191,0,22.6669,-1.84169e-07,9.38635,0.533191,HELD
0.7,1.05,1122.02,2692.329587,2.15775,295.446056,271.603895,0.768253,0,22.2961,-1.75985e-07,9.348,0.518253,HELD
0.7,1.05,1258.93,2632.071285,2.36684,295.074624,271.603895,0.752771,0,21.9246,-1.68273e-07,9.30276,0.502771,HELD
0.7,1.05,1412.54,2572.923042,2.59596,294.702732,271.603895,0.73679,0,21.5527,-1.61283e-07,9.25074,0.48679,HELD
0.7,1.05,1584.89,2514.898029,2.84703,294.330564,271.603895,0.720361,0,21.1806,-1.54814e-07,9.19207,0.470361,HELD
0.7,1.05,1778.28,2458.014969,3.12217,293.958356,271.603895,0.703543,0,20.8084,-1.49347e-07,9.12691,0.453543,HELD
0.7,1.05,1995.26,2402.296137,3.42372,293.586386,271.603895,0.686398,0,20.4364,-1.44626e-07,9.05546,0.436398,HELD
0.7,1.05,2238.72,2347.764944,3.75428,293.214960,271.603895,0.668994,0,20.065,-1.40667e-07,8.97797,0.418994,HELD
0.7,1.05,2511.89,2294.443708,4.1167,292.844399,271.603895,0.651401,0,19.6944,-1.37509e-07,8.8947,0.401401,HELD
0.7,1.05,2818.38,2242.351745,4.51415,292.475026,271.603895,0.63369,0,19.325,-1.35057e-07,8.80595,0.38369,HELD
0.7,1.05,3162.28,2191.504028,4.9501,292.107154,271.603895,0.615931,0,18.9572,-1.33235e-07,8.71206,0.365931,HELD
0.7,1.05,3548.13,2141.910435,5.42842,291.741081,271.603895,0.598193,0,18.5911,-1.3203e-07,8.61336,0.348193,HELD
0.7,1.05,3981.07,2093.575505,5.95334,291.377080,271.603895,0.580539,0,18.2271,-1.31321e-07,8.51021,0.330539,HELD
0.7,1.05,4466.84,2046.498606,6.52955,291.015402,271.603895,0.563029,0,17.8654,-1.31102e-07,8.40297,0.313029,HELD
0.7,1.05,5011.87,2000.674385,7.16223,290.656274,271.603895,0.545712,0,17.5063,-1.31347e-07,8.29201,0.295712,HELD
0.7,1.05,5623.41,1956.093280,7.85709,290.299897,271.603895,0.528633,0,17.1499,-1.31776e-07,8.17771,0.278633,HELD
0.7,1.05,6309.57,1912.742108,8.62042,289.946454,271.603895,0.511827,0,16.7965,-1.32552e-07,8.06041,0.261827,HELD
0.7,1.05,7079.46,1870.604986,9.45919,289.596109,271.603895,0.495322,0,16.4461,-1.33669e-07,7.94047,0.245322,HELD
0.7,1.05,7943.28,1829.663764,10.3811,289.249010,271.603895,0.479138,0,16.099,-1.35228e-07,7.81825,0.229138,HELD
0.7,1.05,8912.51,1789.898797,11.3946,288.905294,271.603895,0.463291,0,15.7553,-1.37015e-07,7.69409,0.213291,HELD
0.7,1.05,10000,1751.289350,12.5092,288.565091,271.603895,0.44779,0,15.4151,-1.39119e-07,7.56831,0.19779,HELD
0.7,1.05,11220.2,1713.814205,13.7352,288.228525,271.603895,0.432641,0,15.0785,-1.41642e-07,7.44124,0.182641,HELD
0.7,1.05,12589.3,1677.451879,15.0842,287.895716,271.603895,0.417849,0,14.7457,-1.44303e-07,7.31318,0.167849,HELD
0.7,1.05,14125.4,1642.180335,16.5689,287.566780,271.603895,0.403416,0,14.4168,-1.47146e-07,7.18444,0.153416,HELD
0.7,1.05,15848.9,1607.977047,18.2034,287.241823,271.603895,0.389343,0,14.0918,-1.50277e-07,7.05531,0.139343,HELD
0.7,1.05,17782.8,1574.818008,20.0033,286.920936,271.603895,0.375629,0,13.7709,-1.5326e-07,6.92604,0.125629,HELD
0.7,1.05,19952.6,1542.677641,21.986,286.604187,271.603895,0.362276,0,13.4542,-1.5668e-07,6.79688,0.112276,HELD
0.7,1.05,22387.2,1511.528125,24.1706,286.291617,271.603895,0.34928,0,13.1416,-1.60407e-07,6.66807,0.0992797,HELD
0.7,1.05,25118.9,1481.338163,26.5782,285.983223,271.603895,0.336638,0,12.8332,-1.63918e-07,6.53978,0.0866383,HELD
0.7,1.05,28183.8,1452.072446,29.2321,285.678948,271.603895,0.324346,0,12.5289,-1.67054e-07,6.41217,0.074346,HELD
0.7,1.05,31622.8,1423.691792,32.1579,285.378678,271.603895,0.312396,0,12.2287,-1.70116e-07,6.28537,0.0623955,HELD
0.7,1.05,35481.3,1396.154440,35.3839,285.082252,271.603895,0.300778,0,11.9323,-1.73008e-07,6.15945,0.0507779,HELD
0.7,1.05,39810.7,1369.414782,38.941,284.789448,271.603895,0.289482,0,11.6394,-1.75071e-07,6.03445,0.039482,HELD
0.7,1.05,44668.4,1343.424575,42.8633,284.499987,271.603895,0.278495,0,11.35,-1.76454e-07,5.9104,0.0284949,HELD
0.7,1.05,50118.7,1318.135410,47.188,284.213562,271.603895,0.267803,0,11.0636,-1.77573e-07,5.78726,0.0178032,HELD
0.7,1.05,56234.1,1293.497914,51.9562,283.929827,271.603895,0.257392,0,10.7798,-1.77633e-07,5.66499,0.00739241,HELD
0.7,1.05,63095.7,1269.462970,57.2126,283.648406,271.603895,0.247248,0,10.4984,-1.77038e-07,5.54354,-0.00275202,OPAQUE
0.7,1.05,70794.6,1245.984027,63.0064,283.368927,271.603895,0.237356,0,10.2189,-1.75932e-07,5.42282,-0.012644,OPAQUE
0.7,1.05,79432.8,1223.015417,69.3911,283.090996,271.603895,0.227703,1.16415e-10,9.941,-1.73751e-07,5.30274,-0.0222971,OPAQUE
0.7,1.05,89125.1,1200.514262,76.4257,282.814225,271.603895,0.218276,0,9.66423,-1.71353e-07,5.18323,-0.031724,OPAQUE
0.7,1.05,100000,1178.440761,84.1743,282.538236,271.603895,0.209064,0,9.38824,-1.67955e-07,5.06417,-0.0409359,OPAQUE
0.7,1.05,112202,1156.756949,92.7073,282.262646,271.603895,0.200056,0,9.11265,-1.6391e-07,4.94549,-0.0499436,OPAQUE
0.7,1.05,125893,1135.428580,102.101,281.987095,271.603895,0.191244,0,8.83709,-1.59667e-07,4.82708,-0.0587559,OPAQUE
0.7,1.05,141254,1114.423524,112.44,281.711222,271.603895,0.182619,0,8.56122,-1.54608e-07,4.70885,-0.0673809,OPAQUE
0.7,1.05,158489,1093.712559,123.816,281.434685,271.603895,0.174174,0,8.28469,-1.49256e-07,4.59072,-0.0758255,OPAQUE
0.7,1.05,177828,1073.269865,136.327,281.157163,271.603895,0.165905,0,8.00716,-1.43428e-07,4.47262,-0.0840951,OPAQUE
0.7,1.05,199526,1053.071489,150.082,280.878339,271.603895,0.157806,0,7.72834,-1.37267e-07,4.35445,-0.0921944,OPAQUE
0.7,1.05,223872,1033.097006,165.201,280.597925,271.603895,0.149873,0,7.44793,-1.31165e-07,4.23616,-0.100127,OPAQUE
0.7,1.05,251189,1013.329111,181.812,280.315660,271.603895,0.142106,0,7.16566,-1.24546e-07,4.11769,-0.107894,OPAQUE
0.7,1.05,281838,993.752758,200.055,280.031299,271.603895,0.134502,0,6.8813,-1.17869e-07,3.99899,-0.115498,OPAQUE
0.7,1.05,316228,974.356564,220.085,279.744635,271.603895,0.127063,0,6.59464,-1.11332e-07,3.88001,-0.122937,OPAQUE
0.7,1.05,354813,955.132548,242.067,279.455500,271.603895,0.119787,0,6.3055,-1.04898e-07,3.76075,-0.130213,OPAQUE
0.7,1.05,398107,936.075377,266.185,279.163756,271.603895,0.112679,0,6.01376,-9.83517e-08,3.64117,-0.137321,OPAQUE
