# git_sha=46199443972a9686db0a0a327fb68eb9ee62d1ac
# code_dirty=no
# prereg_md5=d8707a6607db6d54a006e14af9dcfe79
# spectral_table_sha256=2cfea122d9f6f8aae04b3cc53221d67f6d010f94ead1ff39a81a78f4398da0b8
# vessel_md5=4eddbbbb4098a09fae1039ca82cbc052
# physiology_md5=af16830e7f15c5cf9848c8eb694e99c8
# thermal_md5=6b0ecfc0353686a3534939ac9eff9a0e
# organism_md5=a5425fa33a97b64be9793a2788778abc
# run_md5=04c7a9c54fa237830dd550a2f64e17a4
# python=3.13.2
# numpy=2.3.5
# scipy=1.16.3
# written=2026-09-24T02:36:11-04:00
sigma_MPa,r_au,R_m,p_star_Pa,t_m,T_int_K,T_shell_K,f_photon,margin_BURST_Pa,margin_FREEZE_K,margin_BOIL_Pa,margin_STARVE_umol,margin_OPAQUE,first_violated
0.7,1.87,39810.7,10.034756,0.285351,227.173974,203.521287,0.959416,0,-45.976,-2.34609e-09,-0.00309719,0.709416,FREEZE
0.7,1.87,44668.4,9.779018,0.312009,226.939067,203.521287,0.955821,0,-46.2109,-2.13582e-09,-0.00304928,0.705821,FREEZE
0.7,1.87,50118.7,9.527156,0.341063,226.702189,203.521287,0.95194,0,-46.4478,-1.94499e-09,-0.00300158,0.70194,FREEZE
0.7,1.87,56234.1,9.279278,0.372723,226.463422,203.521287,0.947753,0,-46.6866,-1.7725e-09,-0.00295414,0.697753,FREEZE
0.7,1.87,63095.7,9.035493,0.407215,226.222864,203.521287,0.943241,0,-46.9271,-1.61402e-09,-0.00290698,0.693241,FREEZE
0.7,1.87,70794.6,8.795909,0.444788,225.980622,203.521287,0.938385,0,-47.1694,-1.47554e-09,-0.00286015,0.688385,FREEZE
0.7,1.87,79432.8,8.560629,0.485711,225.736808,203.521287,0.933165,0,-47.4132,-1.34971e-09,-0.00281368,0.683165,FREEZE
0.7,1.87,89125.1,8.329736,0.530278,225.491532,203.521287,0.927559,-1.16415e-10,-47.6585,-1.23466e-09,-0.00276759,0.677559,FREEZE
0.7,1.87,100000,8.103307,0.578808,225.244905,203.521287,0.921547,0,-47.9051,-1.1339e-09,-0.00272192,0.671547,FREEZE
0.7,1.87,112202,7.881408,0.631649,224.997042,203.521287,0.915108,0,-48.153,-1.04266e-09,-0.0026767,0.665108,FREEZE
0.7,1.87,125893,7.664091,0.68918,224.748053,203.521287,0.908223,0,-48.4019,-9.62963e-10,-0.00263196,0.658223,FREEZE
0.7,1.87,141254,7.451402,0.751813,224.498057,203.521287,0.900872,0,-48.6519,-8.89377e-10,-0.00258771,0.650872,FREEZE
0.7,1.87,158489,7.243375,0.819998,224.247165,203.521287,0.893035,0,-48.9028,-8.25509e-10,-0.00254399,0.643035,FREEZE
0.7,1.87,177828,7.040034,0.894225,223.995492,203.521287,0.884695,0,-49.1545,-2.28744e-09,-0.00250082,0.634695,FREEZE
0.7,1.87,199526,6.841385,0.975026,223.743142,203.521287,0.875838,0,-49.4069,-2.14024e-09,-0.00245821,0.625838,FREEZE
0.7,1.87,223872,6.647420,1.06298,223.490210,203.521287,0.866449,0,-49.6598,-2.00263e-09,-0.00241617,0.616449,FREEZE
0.7,1.87,251189,6.458111,1.15872,223.236771,203.521287,0.856517,1.16415e-10,-49.9132,-1.87998e-09,-0.00237473,0.606517,FREEZE
0.7,1.87,281838,6.273412,1.26292,222.982886,203.521287,0.846036,0,-50.1671,-1.76216e-09,-0.00233388,0.596036,FREEZE
0.7,1.87,316228,6.093259,1.37633,222.728591,203.521287,0.835002,0,-50.4214,-1.6574e-09,-0.00229363,0.585002,FREEZE
0.7,1.87,354813,5.917575,1.49974,222.473911,203.521287,0.823417,0,-50.6761,-1.55208e-09,-0.00225397,0.573417,FREEZE
0.7,1.87,398107,5.746274,1.63402,222.218848,203.521287,0.811286,0,-50.9312,-1.45858e-09,-0.00221491,0.561286,FREEZE
0.7,1.87,446684,5.579270,1.78012,221.963415,203.521287,0.798622,0,-51.1866,-1.36606e-09,-0.00217644,0.548622,FREEZE
0.7,1.87,501187,5.416475,1.93905,221.707608,203.521287,0.785442,0,-51.4424,-1.28234e-09,-0.00213856,0.535442,FREEZE
0.7,1.87,562341,5.257817,2.11192,221.451457,203.521287,0.771767,0,-51.6985,-1.20457e-09,-0.00210126,0.521767,FREEZE
0.7,1.87,630957,5.103228,2.29994,221.194994,203.521287,0.757628,0,-51.955,-1.12933e-09,-0.00206454,0.507628,FREEZE
0.7,1.87,707946,4.952658,2.50444,220.938282,203.521287,0.743055,0,-52.2117,-1.06621e-09,-0.0020284,0.493055,FREEZE
0.7,1.87,794328,4.806069,2.72685,220.681417,203.521287,0.72809,0,-52.4686,-1.00371e-09,-0.00199286,0.47809,FREEZE
0.7,1.87,891251,4.663430,2.96878,220.424508,203.521287,0.712773,0,-52.7255,-9.53536e-10,-0.00195791,0.462773,FREEZE
0.7,1.87,1e+06,4.524722,3.23194,220.167700,203.521287,0.697153,0,-52.9823,-9.10611e-10,-0.00192358,0.447153,FREEZE
0.7,1.88,10,33.344930,0.000238178,238.737315,202.979285,0.999964,0,-34.4127,-2.27343e-09,-0.00554799,0.749964,FREEZE
0.7,1.88,11.2202,32.920163,0.000263836,238.606890,202.979285,0.999961,0,-34.5431,-3.86451e-09,-0.00553956,0.749961,FREEZE
0.7,1.88,12.5893,32.494145,0.000292198,238.474542,202.979285,0.999956,-1.16415e-10,-34.6755,-3.76712e-09,-0.00552958,0.749956,FREEZE
0.7,1.88,14.1254,32.068645,0.000323558,238.340779,202.979285,0.999952,0,-34.8092,-3.68561e-09,-0.00551811,0.749952,FREEZE
0.7,1.88,15.8489,31.645405,0.000358247,238.206124,202.979285,0.999946,0,-34.9439,-3.62193e-09,-0.00550521,0.749946,FREEZE
0.7,1.88,17.7828,31.226117,0.000396634,238.071109,202.979285,0.999941,0,-35.0789,-3.57498e-09,-0.00549098,0.749941,FREEZE
0.7,1.88,19.9526,30.812380,0.000439134,237.936264,202.979285,0.999934,0,-35.2137,-3.54241e-09,-0.00547554,0.749934,FREEZE
0.7,1.88,22.3872,30.405682,0.000486213,237.802106,202.979285,0.999927,0,-35.3479,-3.5243e-09,-0.005459,0.749927,FREEZE
0.7,1.88,25.1189,30.007353,0.000538393,237.669125,202.979285,0.99992,0,-35.4809,-3.51855e-09,-0.00544153,0.74992,FREEZE
0.7,1.88,28.1838,29.618540,0.00059626,237.537771,202.979285,0.999911,0,-35.6122,-3.52525e-09,-0.00542325,0.749911,FREEZE
0.7,1.88,31.6228,29.240168,0.000660468,237.408437,202.979285,0.999901,0,-35.7416,-3.5401e-09,-0.00540431,0.749901,FREEZE
0.7,1.88,35.4813,28.872913,0.00073175,237.281446,202.979285,0.999891,0,-35.8686,-1.56226e-09,-0.00538484,0.749891,FREEZE
0.7,1.88,39.8107,28.517178,0.000810921,237.157037,202.979285,0.999879,0,-35.993,-1.57537e-09,-0.00536499,0.749879,FREEZE
0.7,1.88,44.6684,28.173070,0.000898889,237.035349,202.979285,0.999866,0,-36.1147,-1.58764e-09,-0.00534485,0.749866,FREEZE
0.7,1.88,50.1187,27.840399,0.000996661,236.916419,202.979285,0.999851,0,-36.2336,-1.59715e-09,-0.00532451,0.749851,FREEZE
0.7,1.88,56.2341,27.518675,0.00110535,236.800173,202.979285,0.999835,0,-36.3498,-1.60235e-09,-0.00530403,0.749835,FREEZE
0.7,1.88,63.0957,27.207123,0.00122618,236.686423,202.979285,0.999817,0,-36.4636,-1.60302e-09,-0.00528344,0.749817,FREEZE
0.7,1.88,70.7946,26.904697,0.0013605,236.574871,202.979285,0.999797,0,-36.5751,-1.59845e-09,-0.00526276,0.749797,FREEZE
0.7,1.88,79.4328,26.610104,0.0015098,236.465111,202.979285,0.999775,0,-36.6849,-1.58843e-09,-0.00524195,0.749775,FREEZE
0.7,1.88,89.1251,26.321836,0.00167567,236.356637,202.979285,0.99975,0,-36.7934,-1.57358e-09,-0.00522095,0.74975,FREEZE
0.7,1.88,100,26.038205,0.00185987,236.248852,202.979285,0.999722,0,-36.9011,-1.55332e-09,-0.00519969,0.749722,FREEZE
0.7,1.88,112.202,25.757386,0.0020643,236.141083,202.979285,0.999692,0,-37.0089,-1.52801e-09,-0.00517805,0.749692,FREEZE
0.7,1.88,125.893,25.477477,0.00229102,236.032599,202.979285,0.999658,0,-37.1174,-1.4978e-09,-0.0051559,0.749658,FREEZE
0.7,1.88,141.254,25.196574,0.00254222,235.922638,202.979285,0.999621,0,-37.2274,-1.46173e-09,-0.00513309,0.749621,FREEZE
0.7,1.88,158.489,24.912846,0.0028203,235.810438,202.979285,0.999579,0,-37.3396,-1.41892e-09,-0.00510946,0.749579,FREEZE
0.7,1.88,177.828,24.624623,0.00312782,235.695269,202.979285,0.999533,0,-37.4547,-1.36845e-09,-0.00508487,0.749533,FREEZE
0.7,1.88,199.526,24.330479,0.00346755,235.576467,202.979285,0.999483,0,-37.5735,-1.31024e-09,-0.00505914,0.749483,FREEZE
0.7,1.88,223.872,24.029295,0.00384249,235.453466,202.979285,0.999427,0,-37.6965,-2.84136e-09,-0.00503216,0.749427,FREEZE
0.7,1.88,251.189,23.720306,0.00425591,235.325817,202.979285,0.999365,0,-37.8242,-2.69523e-09,-0.0050038,0.749365,FREEZE
0.7,1.88,281.838,23.403121,0.00471135,235.193205,202.979285,0.999297,0,-37.9568,-2.53702e-09,-0.00497398,0.749297,FREEZE
0.7,1.88,316.228,23.077717,0.00521272,235.055452,202.979285,0.999222,0,-38.0945,-2.3722e-09,-0.00494265,0.749222,FREEZE
0.7,1.88,354.813,22.744405,0.0057643,234.912514,202.979285,0.99914,0,-38.2375,-2.20694e-09,-0.00490978,0.74914,FREEZE
0.7,1.88,398.107,22.403786,0.00637079,234.764467,202.979285,0.99905,0,-38.3855,-2.04355e-09,-0.00487539,0.74905,FREEZE
0.7,1.88,446.684,22.056693,0.0070374,234.611492,202.979285,0.998951,0,-38.5385,-1.88729e-09,-0.00483951,0.748951,FREEZE
0.7,1.88,501.187,21.704123,0.00776988,234.453852,202.979285,0.998842,0,-38.6961,-1.74209e-09,-0.00480221,0.748842,FREEZE
0.7,1.88,562.341,21.347174,0.00857457,234.291871,202.979285,0.998722,0,-38.8581,-1.60794e-09,-0.00476357,0.748722,FREEZE
0.7,1.88,630.957,20.986982,0.00945849,234.125909,202.979285,0.99859,0,-39.0241,-3.60817e-09,-0.00472369,0.74859,FREEZE
0.7,1.88,707.946,20.624663,0.0104294,233.956340,202.979285,0.998446,0,-39.1937,-3.36457e-09,-0.00468269,0.748446,FREEZE
0.7,1.88,794.328,20.261269,0.0114958,233.783532,202.979285,0.998287,0,-39.3665,-3.14568e-09,-0.00464067,0.748287,FREEZE
0.7,1.88,891.251,19.897737,0.0126671,233.607822,202.979285,0.998113,0,-39.5422,-2.9463e-09,-0.00459774,0.748113,FREEZE
0.7,1.88,1000,19.534861,0.0139535,233.429500,202.979285,0.997922,0,-39.7205,-2.7648e-09,-0.004554,0.747922,FREEZE
0.7,1.88,1122.02,19.173264,0.0153663,233.248791,202.979285,0.997712,0,-39.9012,-2.59996e-09,-0.00450954,0.747712,FREEZE
0.7,1.88,1258.93,18.813393,0.0169176,233.065849,202.979285,0.997482,0,-40.0842,-2.44395e-09,-0.00446443,0.747482,FREEZE
0.7,1.88,1412.54,18.455517,0.0186208,232.880744,202.979285,0.997229,0,-40.2693,-2.29349e-09,-0.00441871,0.747229,FREEZE
0.7,1.88,1584.89,18.099746,0.0204901,232.693470,202.979285,0.996952,0,-40.4565,-2.14843e-09,-0.00437242,0.746952,FREEZE
0.7,1.88,1778.28,17.746068,0.022541,232.503957,202.979285,0.996648,0,-40.646,-2.00473e-09,-0.00432558,0.746648,FREEZE
0.7,1.88,1995.26,17.394387,0.0247903,232.312083,202.979285,0.996315,0,-40.8379,-1.86189e-09,-0.00427818,0.746315,FREEZE
0.7,1.88,2238.72,17.044578,0.0272558,232.117704,202.979285,0.99595,0,-41.0323,-1.71965e-09,-0.00423023,0.74595,FREEZE
0.7,1.88,2511.89,16.696548,0.029957,231.920685,202.979285,0.995551,0,-41.2293,-1.58303e-09,-0.00418173,0.745551,FREEZE
0.7,1.88,2818.38,16.350270,0.0329152,231.720923,202.979285,0.995114,0,-41.4291,-1.45097e-09,-0.00413268,0.745114,FREEZE
0.7,1.88,3162.28,16.005832,0.0361535,231.518373,202.979285,0.994637,0,-41.6316,-3.4423e-09,-0.00408311,0.744637,FREEZE
0.7,1.88,3548.13,15.663446,0.0396971,231.313067,202.979285,0.994114,0,-41.8369,-3.16264e-09,-0.00403307,0.744114,FREEZE
0.7,1.88,3981.07,15.323453,0.0435741,231.105123,202.979285,0.993544,0,-42.0449,-2.90824e-09,-0.00398262,0.743544,FREEZE
0.7,1.88,4466.84,14.986306,0.0478153,230.894739,202.979285,0.992921,0,-42.2553,-2.68068e-09,-0.00393184,0.742921,FREEZE
0.7,1.88,5011.87,14.652541,0.0524548,230.682185,202.979285,0.99224,0,-42.4678,-2.48539e-09,-0.00388083,0.74224,FREEZE
0.7,1.88,5623.41,14.322731,0.0575305,230.467784,202.979285,0.991496,0,-42.6822,-2.31896e-09,-0.0038297,0.741496,FREEZE
0.7,1.88,6309.57,13.997449,0.0630842,230.251886,202.979285,0.990684,0,-42.8981,-2.17825e-09,-0.00377857,0.740684,FREEZE
0.7,1.88,7079.46,13.677223,0.0691624,230.034843,202.979285,0.989798,1.16415e-10,-43.1152,-2.06088e-09,-0.00372754,0.739798,FREEZE
0.7,1.88,7943.28,13.362501,0.0758158,229.816982,202.979285,0.988829,0,-43.333,-1.96214e-09,-0.00367672,0.738829,FREEZE
0.7,1.88,8912.51,13.053620,0.0831004,229.598580,202.979285,0.987771,0,-43.5514,-1.87796e-09,-0.0036262,0.737771,FREEZE
0.7,1.88,10000,12.750790,0.0910771,229.379847,202.979285,0.986615,0,-43.7702,-1.80365e-09,-0.00357604,0.736615,FREEZE
0.7,1.88,11220.2,12.454084,0.0998122,229.160908,202.979285,0.985353,0,-43.9891,-1.73675e-09,-0.00352628,0.735353,FREEZE
0.7,1.88,12589.3,12.163445,0.109378,228.941796,202.979285,0.983976,0,-44.2082,-1.66939e-09,-0.00347695,0.733976,FREEZE
0.7,1.88,14125.4,11.878693,0.119851,228.722456,202.979285,0.982472,0,-44.4275,-1.60015e-09,-0.00342805,0.732472,FREEZE
0.7,1.88,15848.9,11.599553,0.131315,228.502745,202.979285,0.980833,0,-44.6473,-1.52565e-09,-0.00337955,0.730833,FREEZE
0.7,1.88,17782.8,11.325684,0.143859,228.282458,202.979285,0.979047,0,-44.8675,-1.446e-09,-0.00333143,0.729047,FREEZE
0.7,1.88,19952.6,11.056713,0.157579,228.061342,202.979285,0.977102,0,-45.0887,-1.35943e-09,-0.00328365,0.727102,FREEZE
0.7,1.88,22387.2,10.792270,0.172578,227.839124,202.979285,0.974986,0,-45.3109,-1.26742e-09,-0.00323615,0.724986,FREEZE
0.7,1.88,25118.9,10.532020,0.188966,227.615538,202.979285,0.972686,0,-45.5345,-1.17542e-09,-0.0031889,0.722686,FREEZE
0.7,1.88,28183.8,10.275685,0.206863,227.390344,202.979285,0.97019,0,-45.7597,-1.07998e-09,-0.00314186,0.72019,FREEZE
0.7,1.88,31622.8,10.023065,0.226398,227.163355,202.979285,0.967481,0,-45.9866,-2.73198e-09,-0.00309501,0.717481,FREEZE
0.7,1.88,35481.3,9.774035,0.247711,226.934435,202.979285,0.964547,0,-46.2156,-2.50161e-09,-0.00304834,0.714547,FREEZE
0.7,1.88,39810.7,9.528543,0.270956,226.703509,202.979285,0.961371,0,-46.4465,-2.28145e-09,-0.00300185,0.711371,FREEZE
0.7,1.88,44668.4,9.286603,0.296298,226.470561,202.979285,0.957936,0,-46.6794,-2.07605e-09,-0.00295555,0.707936,FREEZE
0.7,1.88,50118.7,9.048270,0.32392,226.235619,202.979285,0.954226,0,-46.9144,-1.88817e-09,-0.00290947,0.704226,FREEZE
0.7,1.88,56234.1,8.813634,0.354019,225.998748,202.979285,0.950221,0,-47.1513,-1.72048e-09,-0.00286363,0.700221,FREEZE
0.7,1.88,63095.7,8.582794,0.386813,225.760036,202.979285,0.945904,0,-47.39,-1.56533e-09,-0.00281807,0.695904,FREEZE
0.7,1.88,70794.6,8.355855,0.422535,225.519586,202.979285,0.941254,0,-47.6304,-1.42874e-09,-0.00277283,0.691254,FREEZE
0.7,1.88,79432.8,8.132916,0.461443,225.277509,202.979285,0.936252,0,-47.8725,-1.30444e-09,-0.00272792,0.686252,FREEZE
0.7,1.88,89125.1,7.914061,0.503815,225.033911,202.979285,0.930877,0,-48.1161,-1.1918e-09,-0.00268338,0.680877,FREEZE
0.7,1.88,100000,7.699370,0.549955,224.788908,202.979285,0.92511,0,-48.3611,-1.09397e-09,-0.00263925,0.67511,FREEZE
0.7,1.88,112202,7.488905,0.600192,224.542607,202.979285,0.918928,0,-48.6074,-1.00508e-09,-0.00259555,0.668928,FREEZE
0.7,1.88,125893,7.282725,0.654886,224.295122,202.979285,0.912312,1.16415e-10,-48.8549,-9.24943e-10,-0.00255229,0.662312,FREEZE
0.7,1.88,141254,7.080874,0.714429,224.046566,202.979285,0.905242,0,-49.1034,-8.53805e-10,-0.00250952,0.655242,FREEZE
0.7,1.88,158489,6.883390,0.779246,223.797055,202.979285,0.897698,0,-49.3529,-7.88836e-10,-0.00246725,0.647698,FREEZE
0.7,1.88,177828,6.690301,0.849802,223.546700,202.979285,0.889663,0,-49.6033,-2.18317e-09,-0.0024255,0.639663,FREEZE
0.7,1.88,199526,6.501620,0.926603,223.295613,202.979285,0.881119,0,-49.8544,-2.0329e-09,-0.00238429,0.631119,FREEZE
0.7,1.88,223872,6.317349,1.0102,223.043893,202.979285,0.872052,0,-50.1061,-1.90432e-09,-0.00234363,0.622052,FREEZE
0.7,1.88,251189,6.137470,1.10119,222.791627,202.979285,0.86245,0,-50.3584,-1.78153e-09,-0.00230354,0.61245,FREEZE
0.7,1.88,281838,5.961951,1.20022,222.538885,202.979285,0.852302,0,-50.6111,-1.67613e-09,-0.00226402,0.602302,FREEZE
0.7,1.88,316228,5.790740,1.30799,222.285717,202.979285,0.841605,0,-50.8643,-1.57225e-09,-0.00222509,0.591605,FREEZE
0.7,1.88,354813,5.623770,1.42528,222.032153,202.979285,0.830355,0,-51.1178,-1.47778e-09,-0.00218673,0.580355,FREEZE
0.7,1.88,398107,5.460966,1.55289,221.778209,202.979285,0.818557,0,-51.3718,-1.3839e-09,-0.00214895,0.568557,FREEZE
0.7,1.88,446684,5.302245,1.69173,221.523888,202.979285,0.806219,0,-51.6261,-1.30009e-09,-0.00211174,0.556219,FREEZE
0.7,1.88,501187,5.147526,1.84277,221.269201,202.979285,0.793355,0,-51.8808,-1.21679e-09,-0.00207509,0.543355,FREEZE
0.7,1.88,562341,4.996728,2.00705,221.014148,202.979285,0.779983,0,-52.1359,-1.14171e-09,-0.00203901,0.529983,FREEZE
0.7,1.88,630957,4.849788,2.18572,220.758766,202.979285,0.766129,0,-52.3912,-1.07264e-09,-0.00200349,0.516129,FREEZE
0.7,1.88,707946,4.706647,2.38004,220.503097,202.979285,0.751823,0,-52.6469,-1.00746e-09,-0.00196854,0.501823,FREEZE
0.7,1.88,794328,4.567261,2.59136,220.247214,202.979285,0.737101,0,-52.9028,-9.50387e-10,-0.00193414,0.487101,FREEZE
0.7,1.88,891251,4.431600,2.82119,219.991222,202.979285,0.722003,0,-53.1588,-8.97435e-10,-0.00190032,0.472003,FREEZE
0.7,1.88,1e+06,4.299635,3.07117,219.735240,202.979285,0.706572,0,-53.4148,-8.52637e-10,-0.00186707,0.456572,FREEZE
0.7,1.89,10,31.546137,0.00022533,238.174305,202.441591,0.999966,0,-34.9757,-2.34795e-09,-0.00550234,0.749966,FREEZE
0.7,1.89,11.2202,31.147194,0.000249627,238.045512,202.441591,0.999963,-1.16415e-10,-35.1045,-3.67604e-09,-0.00548849,0.749963,FREEZE
0.7,1.89,12.5893,30.746192,0.00027648,237.914540,202.441591,0.999959,0,-35.2355,-3.57792e-09,-0.00547327,0.749959,FREEZE
0.7,1.89,14.1254,30.344795,0.000306165,237.781881,202.441591,0.999954,0,-35.3681,-3.49097e-09,-0.00545674,0.749954,FREEZE
0.7,1.89,15.8489,29.944661,0.000338994,237.648050,202.441591,0.999949,0,-35.5019,-3.42192e-09,-0.00543897,0.749949,FREEZE
0.7,1.89,17.7828,29.547412,0.000375311,237.513573,202.441591,0.999944,0,-35.6364,-3.36863e-09,-0.00542007,0.749944,FREEZE
0.7,1.89,19.9526,29.154602,0.000415508,237.378980,202.441591,0.999938,0,-35.771,-3.33045e-09,-0.00540015,0.749938,FREEZE
0.7,1.89,22.3872,28.767691,0.00046002,237.244793,202.441591,0.999931,0,-35.9052,-3.30744e-09,-0.00537935,0.749931,FREEZE
0.7,1.89,25.1189,28.388017,0.000509339,237.111518,202.441591,0.999924,0,-36.0385,-3.29605e-09,-0.0053578,0.749924,FREEZE
0.7,1.89,28.1838,28.016754,0.000564014,236.979625,202.441591,0.999916,0,-36.1704,-3.29671e-09,-0.00533565,0.749916,FREEZE
0.7,1.89,31.6228,27.654891,0.00062466,236.849540,202.441591,0.999907,0,-36.3005,-3.30679e-09,-0.00531304,0.749907,FREEZE
0.7,1.89,35.4813,27.303193,0.000691967,236.721624,202.441591,0.999897,0,-36.4284,-3.32325e-09,-0.0052901,0.749897,FREEZE
0.7,1.89,39.8107,26.962180,0.000766703,236.596161,202.441591,0.999886,0,-36.5538,-1.4685e-09,-0.00526697,0.749886,FREEZE
0.7,1.89,44.6684,26.632105,0.000849723,236.473346,202.441591,0.999873,0,-36.6767,-1.48108e-09,-0.00524374,0.749873,FREEZE
0.7,1.89,50.1187,26.312942,0.000941979,236.353273,202.441591,0.999859,0,-36.7967,-1.49172e-09,-0.0052205,0.749859,FREEZE
0.7,1.89,56.2341,26.004382,0.00104452,236.235928,202.441591,0.999844,1.16415e-10,-36.9141,-1.499e-09,-0.00519731,0.749844,FREEZE
0.7,1.89,63.0957,25.705839,0.00115852,236.121185,202.441591,0.999827,0,-37.0288,-1.50251e-09,-0.0051742,0.749827,FREEZE
0.7,1.89,70.7946,25.416466,0.00128525,236.008809,202.441591,0.999808,0,-37.1412,-1.50112e-09,-0.00515118,0.749808,FREEZE
0.7,1.89,79.4328,25.135169,0.00142611,235.898453,202.441591,0.999787,0,-37.2515,-1.49475e-09,-0.00512821,0.749787,FREEZE
0.7,1.89,89.1251,24.860637,0.00158265,235.789666,202.441591,0.999764,0,-37.3603,-1.48338e-09,-0.00510523,0.749764,FREEZE
0.7,1.89,100,24.591367,0.00175653,235.681902,202.441591,0.999738,0,-37.4681,-1.46692e-09,-0.00508216,0.749738,FREEZE
0.7,1.89,112.202,24.325708,0.00194956,235.574530,202.441591,0.999709,0,-37.5755,-1.44597e-09,-0.00505888,0.749709,FREEZE
0.7,1.89,125.893,24.061904,0.00216372,235.466851,202.441591,0.999677,0,-37.6831,-1.42024e-09,-0.00503527,0.749677,FREEZE
0.7,1.89,141.254,23.798153,0.00240113,235.358119,202.441591,0.999642,0,-37.7919,-1.38933e-09,-0.00501116,0.749642,FREEZE
0.7,1.89,158.489,23.532687,0.00266406,235.247571,202.441591,0.999602,0,-37.9024,-1.35246e-09,-0.00498639,0.749602,FREEZE
0.7,1.89,177.828,23.263842,0.00295497,235.134458,202.441591,0.999559,0,-38.0155,-1.30882e-09,-0.0049608,0.749559,FREEZE
0.7,1.89,199.526,22.990143,0.00327653,235.018079,202.441591,0.999511,0,-38.1319,-1.25774e-09,-0.00493422,0.749511,FREEZE
0.7,1.89,223.872,22.710374,0.00363159,234.897813,202.441591,0.999458,0,-38.2522,-2.73081e-09,-0.00490651,0.749458,FREEZE
0.7,1.89,251.189,22.423628,0.00402326,234.773147,202.441591,0.9994,-1.16415e-10,-38.3769,-2.5989e-09,-0.00487754,0.7494,FREEZE
0.7,1.89,281.838,22.129346,0.00445493,234.643693,202.441591,0.999335,0,-38.5063,-2.45531e-09,-0.00484721,0.749335,FREEZE
0.7,1.89,316.228,21.827319,0.00493029,234.509198,202.441591,0.999265,0,-38.6408,-2.30289e-09,-0.00481545,0.749265,FREEZE
0.7,1.89,354.813,21.517673,0.0054534,234.369546,202.441591,0.999187,0,-38.7805,-2.14701e-09,-0.00478224,0.749187,FREEZE
0.7,1.89,398.107,21.200829,0.00602872,234.224750,202.441591,0.999101,0,-38.9253,-1.99156e-09,-0.00474758,0.749101,FREEZE
0.7,1.89,446.684,20.877461,0.00666116,234.074934,202.441591,0.999007,0,-39.0751,-1.84057e-09,-0.00471149,0.749007,FREEZE
0.7,1.89,501.187,20.548429,0.00735615,233.920318,202.441591,0.998903,0,-39.2297,-1.69829e-09,-0.00467404,0.748903,FREEZE
0.7,1.89,562.341,20.214721,0.0081197,233.761193,202.441591,0.99879,1.16415e-10,-39.3888,-1.56592e-09,-0.00463531,0.74879,FREEZE
0.7,1.89,630.957,19.877392,0.00895842,233.597902,202.441591,0.998665,0,-39.5521,-1.44576e-09,-0.0045954,0.748665,FREEZE
0.7,1.89,707.946,19.537511,0.00987964,233.430813,202.441591,0.998528,0,-39.7192,-3.25719e-09,-0.0045544,0.748528,FREEZE
0.7,1.89,794.328,19.196104,0.0108914,233.260297,202.441591,0.998377,0,-39.8897,-3.03966e-09,-0.00451245,0.748377,FREEZE
0.7,1.89,891.251,18.854116,0.0120027,233.086709,202.441591,0.998212,0,-40.0633,-2.84385e-09,-0.00446965,0.748212,FREEZE
0.7,1.89,1000,18.512371,0.0132231,232.910367,202.441591,0.998031,0,-40.2396,-2.66468e-09,-0.0044261,0.748031,FREEZE
0.7,1.89,1122.02,18.171547,0.0145634,232.731533,202.441591,0.997831,0,-40.4185,-2.50288e-09,-0.0043819,0.747831,FREEZE
0.7,1.89,1258.93,17.832156,0.0160353,232.550400,202.441591,0.997613,0,-40.5996,-2.35122e-09,-0.00433712,0.747613,FREEZE
0.7,1.89,1412.54,17.494542,0.0176512,232.367083,202.441591,0.997373,0,-40.7829,-2.20901e-09,-0.00429182,0.747373,FREEZE
0.7,1.89,1584.89,17.158891,0.019425,232.181620,202.441591,0.99711,0,-40.9684,-2.07165e-09,-0.00424604,0.74711,FREEZE
0.7,1.89,1778.28,16.825248,0.0213714,231.993973,202.441591,0.996821,0,-41.156,-1.93469e-09,-0.0041998,0.746821,FREEZE
0.7,1.89,1995.26,16.493562,0.0235064,231.804047,202.441591,0.996505,0,-41.346,-1.8021e-09,-0.00415312,0.746505,FREEZE
0.7,1.89,2238.72,16.163726,0.0258472,231.611710,202.441591,0.996159,0,-41.5383,-1.66982e-09,-0.00410597,0.746159,FREEZE
0.7,1.89,2511.89,15.835631,0.0284124,231.416819,202.441591,0.995779,0,-41.7332,-1.53985e-09,-0.00405837,0.745779,FREEZE
0.7,1.89,2818.38,15.509210,0.0312221,231.219248,202.441591,0.995364,0,-41.9308,-1.41204e-09,-0.00401031,0.745364,FREEZE
0.7,1.89,3162.28,15.184481,0.0342982,231.018917,202.441591,0.99491,0,-42.1311,-3.34337e-09,-0.00396181,0.74491,FREEZE
0.7,1.89,3548.13,14.861577,0.0376649,230.815815,202.441591,0.994414,0,-42.3342,-3.07271e-09,-0.00391289,0.744414,FREEZE
0.7,1.89,3981.07,14.540753,0.0413484,230.610010,202.441591,0.993871,0,-42.54,-2.82273e-09,-0.00386361,0.743871,FREEZE
0.7,1.89,4466.84,14.222377,0.0453779,230.401656,202.441591,0.993279,0,-42.7483,-2.59758e-09,-0.00381402,0.743279,FREEZE
0.7,1.89,5011.87,13.906913,0.0497855,230.190983,202.441591,0.992631,0,-42.959,-2.40025e-09,-0.00376423,0.742631,FREEZE
